pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
001,1,0.05698961523514627,0.026590754106621723,0.09022100685808729,0.0159068198057777,0.057539866478825606,0.029616730941926527,0.06169747033079049,0.03934121204400997,0.059242658852630706,0.051931812712371496,0.06149725776684911,0.16657834792137372,0.023711445002490894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09B,A,1.0,1_1,A,9.0,,09B,,,,23522,23862,340,B,2.0,2_2,B,9.0,,,09B,,,585720,586200,480,En dat is een soort van ja (staand) iets waar die op staat,,And that's kind of a yes (standing) something that it's standing on,,09B,09B,,,True,,En onderop staat die op een eh soort langwerpige balk.,,And at the bottom it's on an um kind of oblong bar.,,,09B,09B,True,23522.0,23862.0,340.0,585720.0,586200.0,480.0,both,both,both
001,2,0.0973384894187048,0.17818917073511936,0.1058434018524508,0.07985201534981073,0.09967485302339771,0.09828996745392464,0.07655773919900696,0.08606577923764482,0.071575089246595,0.07348087560963859,0.07342680466109788,0.17662589029969133,0.04848028635607947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09A,A,1.0,1_1,A,9.0,,09A,,,,28261,28921,660,B,2.0,2_2,B,9.0,,,09A,,,577893,578153,260,"Dan lijkt het alsof hij geroerd word, omdat er een ja pinnetje op zit",,"Then it looks like it is being stirred, because there is a yes pin on it",,09A,09A,,,True,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09A,True,28261.0,28921.0,660.0,577858.0,578188.0,330.0,both,right,both
001,3,0.11548060856402259,0.1157390041719095,0.05807652660277594,0.1492267199691975,0.03929219057931987,0.1365796790437111,0.0924250587639707,0.09947258781104283,0.10622375114284957,0.07746947344016972,0.10967792648472977,0.0519776753384516,0.34960670942014305,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06B,B,1.0,1_2,B,6.0,,,06B,,,62023,62423,400,A,1.0,1_2,B,6.0,,06B,,,,88685,89085,400,,Ehm het lijkt alsof die een arm heeft.,,Um it looks like that one has an arm.,,,,06B,True,"Ja en ja de de het armpje is het cirkeltje, het bolletje zeg maar.",,"Yes and yes the the the little arm is the little circle, the little ball so to speak.",,06B-REP,06B-REP,,,True,62023.0,62423.0,400.0,88685.0,89085.0,400.0,both,right,both
001,4,0.09379449061841844,0.14002887387468518,0.13150107115677645,0.05194031476761387,0.08090276479907611,0.059355333582028005,0.08760551413286978,0.06486531351480515,0.09529191824903852,0.06232289218009538,0.10123159645263562,0.19498524409848175,0.0555030506129154,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06D,B,1.0,1_2,B,6.0,,,06D,,,63661,63991,330,A,1.0,1_2,B,6.0,,06D,,,,79567,80047,480,,En in die arm zit een een eh langwerpige balk.,,And in that arm is a one um oblong bar.,,,,06D-REP,True,"Ehm ja, die z-zit hij door die arm heen?",,"Um yeah, that z-she's through that arm?",,06D,06D,,,True,63661.0,63991.0,330.0,79567.0,80047.0,480.0,both,right,both
001,5,0.2978691692330205,nan,0.27601755005841977,nan,0.40357605132252794,nan,0.35327280633396585,nan,0.33694249518609937,nan,0.31466906482010165,nan,0.10273704767700846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06C,B,1.0,1_2,B,6.0,,,06C,,,67671,68071,400,A,2.0,2_9,A,6.0,,06C,,,,684606,685166,560,,En aan de voorkant van die balk zit een cirkel.,,And at the front of that beam is a circle.,,,,06C,True,Ehm dit is weer die ene met dat armpje met die met die (bout) erdoorheen en een cirkel aan de achterkant.,,Um this is the one again with that little arm with the one with the (bolt) through it and a circle on the back.,,,06C,,,True,67671.0,68071.0,400.0,684606.0,685166.0,560.0,right,right,right
001,6,0.1338125667998804,0.1209981990744882,0.08101490321485555,0.11177575928310396,0.13916911389301773,0.10794533697961722,0.1825481283774842,0.07415275532490054,0.1932630952549336,0.05702162809448205,0.1793228343352175,0.08499650118786453,0.2735425465785998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06B,A,1.0,1_2,B,6.0,,06B,,,,88685,89085,400,B,3.0,3_12,B,6.0,,,06B,,,865657,866957,1300,"Ja en ja de de het armpje is het cirkeltje, het bolletje zeg maar.",,"Yes and yes the the the little arm is the little circle, the little ball so to speak.",,06B-REP,06B-REP,,,True,,"Dit is degene eh die de balk vast heeft,",,"This is the one eh holding the beam,",,,,06B,True,88685.0,89085.0,400.0,865657.0,866957.0,1300.0,both,right,both
001,7,0.1426198901837401,0.23573131375077344,0.13038051791875788,0.11534199018417157,0.12123285712960248,0.123252610135958,0.1300961543222027,0.1299203650031947,0.1136710539544516,0.12749454951004893,0.09693383827528973,0.3156083661101492,0.07177506591028114,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15C,A,1.0,1_3,A,15.0,,15C,,,,109461,110021,560,B,4.0,4_2,B,15.0,,,15C,,,923261,923541,280,"Eh het lijkt alsof hij drijft, omdat er zeg maar een plaat op de helft van dat dingetje zit",,"Um it looks like it floats, because there is, say, a plate on half of that thingy",,15C-REP,15C-REP,,,True,,Ik heb met de glijbaan die drijft.,,I have with the slide that floats.,,,,15C,True,109461.0,110021.0,560.0,923236.0,923566.0,330.0,both,right,both
001,8,0.12721373668150393,0.07586587340651499,0.09369515661522355,0.11466696785532784,0.04870452190297237,0.1199771470726473,0.045501532389515195,0.1275670791824793,0.048875495656771094,0.12841248283380266,0.048012765776068896,0.2658810858681161,0.4094047316186078,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,B,1.0,1_4,B,14.0,,,14D,,,131201,131541,340,A,1.0,1_4,B,14.0,,14D,,14B,,142326,143486,1160,,Een soort cilinders met een klein hoekje aan de linkerkant.,,Sort of cylinders with a small corner on the left side.,,,14D,,True,"Ja, ja, ja en die cilinders hebben zo een soort van kronkeltje lijkt het",,"Yes, yes, yes and those cylinders have this kind of twist it seems",,14B,14D,,,True,131201.0,131541.0,340.0,142326.0,143486.0,1160.0,both,left,both
001,9,0.24918974187897944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.41771415644355714,0.3710795956892122,0.3728680306365983,0.3596785235244869,0.32805760832066766,0.39659148846908576,0.26247349086827054,0.1424412593101659,0.12211952939140741,0.11550330773277204,0.13178146282507222,0.7208194011461884,14C,B,1.0,1_4,B,14.0,,,14C,,,133136,134256,1120,A,2.0,2_1,A,14.0,,14C,,,,548343,548643,300,,En één lange ehm rechtopstaande balk voorop.,,And one long um upright beam in front.,,,,14C-REP,True,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk",,"and a um um rectangular, yes, rectangular, stretch rectangular beam",,14C,,,,True,133136.0,134256.0,1120.0,548328.0,548658.0,330.0,left,right,left_right
001,10,0.1448494981201735,0.07633068188478061,0.1640052016708233,0.13579055296672954,0.16614298168501868,0.1442720620623107,0.19788344151913903,0.13636502377219434,0.21097992477143726,0.12023121716584527,0.19055889253733493,0.16591756652796366,0.029716430878504632,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13D,A,1.0,1_5,A,13.0,,13D,,,,151001,151621,620,B,2.0,2_10,B,13.0,,,13D,,,694535,694915,380,"OkÃ©, deze die heeft een heel groot vlak aan de onderkant met t- twee armen met allemaal bolletjes",,"Okay, this one which has a very large plane at the bottom with t- two arms with all the little balls",,13D,13D,,,True,,Eh dit is degene die eh op het plateautje staat,,Um this is the one that is eh on the tray,,,13D,13D,True,151001.0,151621.0,620.0,694535.0,694915.0,380.0,both,both,both
