pair,comparison_id,average_distance,left_thumb,right_thumb,left_index,right_index,left_middle,right_middle,left_ring,right_ring,left_pinky,right_pinky,left_wrist,right_wrist,left_right_thumb,left_right_index,left_right_middle,left_right_ring,left_right_pinky,left_right_wrist,right_left_thumb,right_left_index,right_left_middle,right_left_ring,right_left_pinky,right_left_wrist,referent,speaker_1,round_1,trial_1,director_1,target_1,accuracy_1,A_gesture_referent_1,B_gesture_referent_1,A_gesture_referent2_1,B_gesture_referent2_1,begin_time_1,end_time_1,duration_1,speaker_2,round_2,trial_2,director_2,target_2,accuracy_2,A_gesture_referent_2,B_gesture_referent_2,A_gesture_referent2_2,B_gesture_referent2_2,begin_time_2,end_time_2,duration_2,A_speech_1,B_speech_1,A_speech_eng_1,B_speech_eng_1,A_LH_gesture_referent_1,A_RH_gesture_referent_1,B_LH_gesture_referent_1,B_RH_gesture_referent_1,iconic_1,A_speech_2,B_speech_2,A_speech_eng_2,B_speech_eng_2,A_LH_gesture_referent_2,A_RH_gesture_referent_2,B_LH_gesture_referent_2,B_RH_gesture_referent_2,iconic_2,begin_time_1_adj,end_time_1_adj,duration_1_adj,begin_time_2_adj,end_time_2_adj,duration_2_adj,A_hands,B_hands,hands_dtw
001,1,0.1651779884400676,0.18184027589638854,0.1937353009950862,0.17209284851170437,0.17743982346930795,0.16498942745096157,0.17816551451377058,0.15345404986794983,0.1680666763390566,0.1377000868127218,0.1538372599480795,0.16657834792137372,0.13423624955441057,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09B,A,1.0,1_1,A,9.0,,09B,,,,23522,23862,340,B,2.0,2_2,B,9.0,,,09B,,,585720,586200,480,En dat is een soort van ja (staand) iets waar die op staat,,And that's kind of a yes (standing) something that it's standing on,,09B,09B,,,True,,En onderop staat die op een eh soort langwerpige balk.,,And at the bottom it's on an um kind of oblong bar.,,,09B,09B,True,23522.0,23862.0,340.0,585720.0,586200.0,480.0,both,both,both
001,2,0.2931098264009109,0.26816821231655674,0.3553933756862936,0.20708296465248352,0.3608868128228655,0.2126236552408142,0.3717590985324945,0.21080822896196655,0.383121722645435,0.20630082560372087,0.3911490674821478,0.17662589029969133,0.3733980625664614,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,09A,A,1.0,1_1,A,9.0,,09A,,,,28261,28921,660,B,2.0,2_2,B,9.0,,,09A,,,577893,578153,260,"Dan lijkt het alsof hij geroerd word, omdat er een ja pinnetje op zit",,"Then it looks like it is being stirred, because there is a yes pin on it",,09A,09A,,,True,,En dan zo heb je de lepel in het glas en dan nog een eh uitsteeksel,,And then so you have the spoon in the glass and then another um protrusion,,,,09A,True,28261.0,28921.0,660.0,577858.0,578188.0,330.0,both,right,both
001,3,0.26304964930817315,0.17853849632300936,0.34240171829226934,0.20587418764738116,0.38509832402071137,0.1860071978064574,0.4101030693043354,0.14530515326432908,0.4054636317664884,0.11647395800052762,0.38190264631418247,0.0519776753384516,0.34744973361993475,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06B,B,1.0,1_2,B,6.0,,,06B,,,62023,62423,400,A,1.0,1_2,B,6.0,,06B,,,,88685,89085,400,,Ehm het lijkt alsof die een arm heeft.,,Um it looks like that one has an arm.,,,,06B,True,"Ja en ja de de het armpje is het cirkeltje, het bolletje zeg maar.",,"Yes and yes the the the little arm is the little circle, the little ball so to speak.",,06B-REP,06B-REP,,,True,62023.0,62423.0,400.0,88685.0,89085.0,400.0,both,right,both
001,4,0.2729758146128049,0.1720384805392277,0.42446881383171864,0.21215294802727888,0.37265291784835786,0.20959625989354475,0.3452838529220215,0.2135870625438442,0.3210057607863342,0.20838477443667314,0.2997316301100197,0.19498524409848175,0.30182203031615645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06D,B,1.0,1_2,B,6.0,,,06D,,,63661,63991,330,A,1.0,1_2,B,6.0,,06D,,,,79567,80047,480,,En in die arm zit een een eh langwerpige balk.,,And in that arm is a one um oblong bar.,,,,06D-REP,True,"Ehm ja, die z-zit hij door die arm heen?",,"Um yeah, that z-she's through that arm?",,06D,06D,,,True,63661.0,63991.0,330.0,79567.0,80047.0,480.0,both,right,both
001,5,0.24968641821090565,nan,0.20977666764348693,nan,0.34592742590594566,nan,0.2979766878367114,nan,0.28176735676346654,nan,0.25598125445557435,nan,0.10668911666024873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06C,B,1.0,1_2,B,6.0,,,06C,,,67671,68071,400,A,2.0,2_9,A,6.0,,06C,,,,684606,685166,560,,En aan de voorkant van die balk zit een cirkel.,,And at the front of that beam is a circle.,,,,06C,True,Ehm dit is weer die ene met dat armpje met die met die (bout) erdoorheen en een cirkel aan de achterkant.,,Um this is the one again with that little arm with the one with the (bolt) through it and a circle on the back.,,,06C,,,True,67671.0,68071.0,400.0,684606.0,685166.0,560.0,right,right,right
001,6,0.22637351948656537,0.1906231398452282,0.3011877692856379,0.1577871096808371,0.3570664060136729,0.1112347938297596,0.36242613997419,0.10509018965121457,0.34177017115161806,0.11710563436143676,0.3166002372150864,0.08499650118786453,0.2705941416422389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,06B,A,1.0,1_2,B,6.0,,06B,,,,88685,89085,400,B,3.0,3_12,B,6.0,,,06B,,,865657,866957,1300,"Ja en ja de de het armpje is het cirkeltje, het bolletje zeg maar.",,"Yes and yes the the the little arm is the little circle, the little ball so to speak.",,06B-REP,06B-REP,,,True,,"Dit is degene eh die de balk vast heeft,",,"This is the one eh holding the beam,",,,,06B,True,88685.0,89085.0,400.0,865657.0,866957.0,1300.0,both,right,both
001,7,0.3217207804394016,0.5350512362608228,0.23374239098039593,0.4320974946168476,0.24640204973819274,0.4342939566027927,0.24867697007055836,0.43210770949385274,0.23152101540925385,0.4307438750381154,0.20070545179437793,0.3156083661101492,0.11969884915746024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15C,A,1.0,1_3,A,15.0,,15C,,,,109461,110021,560,B,4.0,4_2,B,15.0,,,15C,,,923261,923541,280,"Eh het lijkt alsof hij drijft, omdat er zeg maar een plaat op de helft van dat dingetje zit",,"Um it looks like it floats, because there is, say, a plate on half of that thingy",,15C-REP,15C-REP,,,True,,Ik heb met de glijbaan die drijft.,,I have with the slide that floats.,,,,15C,True,109461.0,110021.0,560.0,923236.0,923566.0,330.0,both,right,both
001,8,0.43012943641613915,0.3396968766061872,0.5075636849070759,0.3758698455303631,0.49270336640784107,0.38816536198395324,0.4918220093533511,0.3955212348402965,0.5028204659086328,0.3908689162934382,0.5232268978988828,0.2658810858681161,0.4874134913955326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14D,B,1.0,1_4,B,14.0,,,14D,,,131201,131541,340,A,1.0,1_4,B,14.0,,14D,,14B,,142326,143486,1160,,Een soort cilinders met een klein hoekje aan de linkerkant.,,Sort of cylinders with a small corner on the left side.,,,14D,,True,"Ja, ja, ja en die cilinders hebben zo een soort van kronkeltje lijkt het",,"Yes, yes, yes and those cylinders have this kind of twist it seems",,14B,14D,,,True,131201.0,131541.0,340.0,142326.0,143486.0,1160.0,both,left,both
001,9,0.692690901590631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6631898118907074,0.5782090285423078,0.545083106738012,0.5280631858288483,0.517274892421795,0.7551090209045157,0.6440612300771087,0.5952148173835489,0.6339780587349934,0.7061101548968954,0.8182486137914825,0.7585325346597575,14C,B,1.0,1_4,B,14.0,,,14C,,,133136,134256,1120,A,2.0,2_1,A,14.0,,14C,,,,548343,548643,300,,En één lange ehm rechtopstaande balk voorop.,,And one long um upright beam in front.,,,,14C-REP,True,"en een ehm eh rechthoekige, ja, rechthoeke, rek- rechthoekige balk",,"and a um um rectangular, yes, rectangular, stretch rectangular beam",,14C,,,,True,133136.0,134256.0,1120.0,548328.0,548658.0,330.0,left,right,left_right
001,10,0.2106520970229876,0.1815239975172565,0.23927053681934082,0.22622892047035909,0.2279261202766806,0.24573390030808276,0.24627735470436649,0.2505854965461451,0.24213522789994676,0.22215270402912254,0.21949136202016653,0.16591756652796366,0.06058197715642035,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13D,A,1.0,1_5,A,13.0,,13D,,,,151001,151621,620,B,2.0,2_10,B,13.0,,,13D,,,694535,694915,380,"OkÃ©, deze die heeft een heel groot vlak aan de onderkant met t- twee armen met allemaal bolletjes",,"Okay, this one which has a very large plane at the bottom with t- two arms with all the little balls",,13D,13D,,,True,,Eh dit is degene die eh op het plateautje staat,,Um this is the one that is eh on the tray,,,13D,13D,True,151001.0,151621.0,620.0,694535.0,694915.0,380.0,both,both,both
